,date,home_win,p_ml_away_final,r_log_win_actual_payout,r_log_win_actual_payout_adj,r_lin_win_actual_payout,r_lin_win_actual_payout_adj,log_o6_final,log_o7_final,log_o8_final,log_o6_final_adj,log_o7_final_adj,log_o8_final_adj,lin_o6_final,lin_o7_final,lin_o8_final,lin_o6_final_adj,lin_o7_final_adj,lin_o8_final_adj
136,2011-09-17,8,451.0,21.08,278.6700000000001,389.54999999999995,1231.3899999999999,-84.78999999999999,-40.06,-352.49,87.74999999999997,-351.65000000000003,-643.89,-84.78999999999999,713.9100000000001,1045.54,87.74999999999997,1651.0799999999997,1897.06
137,2011-09-18,3,-355.0,-392.2099999999999,-768.22,-271.61,-611.3399999999999,-86.11000000000001,560.6700000000001,-194.11,-372.23,1333.29,-458.11,-86.11000000000001,208.81,531.3100000000001,-372.23,814.31,1991.04
138,2011-09-19,4,1173.0,-347.04,-424.81,-483.01,-560.78,67.11,-300.0,67.86,134.23,-400.0,313.86,67.11,83.03,260.45,134.23,151.05,506.45
139,2011-09-20,3,902.0,-309.89,-871.85,237.74,342.41,-144.13,209.34,290.13,-176.54,850.8399999999999,57.170000000000016,-144.13,-209.50999999999996,-598.9000000000001,-176.54,-417.2,-923.99
140,2011-09-21,7,1217.0,-233.73999999999995,-1372.1599999999999,-356.75,-1133.14,-100.0,-77.86000000000001,-297.57,-400.0,-322.89000000000004,-1171.6399999999999,-100.0,-303.83,-106.31000000000003,-400.0,-822.9300000000001,-41.180000000000064
141,2011-09-22,5,-216.0,2.6599999999999966,-725.4,22.72,-9.279999999999973,62.11,-273.71999999999997,-113.83999999999999,248.45,-461.97,-205.79999999999998,62.11,266.23,-186.36999999999998,248.45,809.74,-172.75
142,2011-09-23,4,405.0,85.99,-129.97,111.90999999999997,599.91,171.94,53.91,127.87,571.94,35.870000000000005,108.73000000000002,171.94,53.91,115.87,571.94,35.870000000000005,-128.26999999999998
143,2011-09-24,15,380.0,-115.01,292.4699999999999,-154.03000000000003,-334.95000000000005,200.87,59.88999999999996,-301.75,305.9100000000001,203.56999999999994,-699.73,48.79000000000002,-137.41999999999996,-110.03999999999996,153.83000000000004,-305.9699999999999,-232.14
144,2011-09-25,8,910.0,-458.00999999999993,-293.1,218.82,-60.97,70.92,404.88,-452.94,212.77,1225.77,-1135.3200000000002,70.92,151.43,299.70000000000005,212.77,499.62,851.7800000000002
145,2011-09-26,3,-118.0,-182.95,285.24,-331.97,-459.86,65.79,-220.0,-215.25,131.58,-420.0,-415.25,65.79,127.84,164.09000000000003,131.58,269.69,343.43
146,2011-09-27,8,854.0,312.9000000000001,241.42000000000004,88.53999999999996,552.0100000000001,316.78999999999996,-188.43,-463.43,612.6800000000001,-220.83999999999992,-763.43,316.78999999999996,404.28,-49.020000000000024,612.6800000000001,730.52,218.49
147,2011-09-28,7,-491.0,241.70000000000005,616.06,12.100000000000037,-334.81999999999994,-115.03,-505.63,214.40000000000003,-723.1700000000001,-1490.61,49.07000000000005,-115.03,-589.2,-367.04999999999995,-723.1700000000001,-1217.7799999999997,-727.1700000000001
0,2012-05-01,6,1044.0,-235.68,-1097.0,214.32,257.0,-100.0,81.3,-200.0,-500.0,81.3,-500.0,-100.0,81.3,-200.0,-500.0,81.3,-500.0
1,2012-05-02,8,1239.0,-290.46999999999997,-675.8299999999999,526.81,466.96000000000004,0.0,141.01999999999998,227.0,0.0,423.08000000000004,454.0,0.0,141.01999999999998,227.0,0.0,423.08000000000004,454.0
2,2012-05-03,3,437.0,234.10000000000002,483.72999999999996,37.81,287.44,0.0,348.98,71.94,0.0,816.6,143.88,0.0,309.96000000000004,-100.0,0.0,777.5799999999999,-200.0
3,2012-05-04,5,61.0,308.0200000000001,1198.6299999999999,-54.53999999999999,616.0700000000002,106.0,415.15,-100.0,212.0,1359.5900000000001,-200.0,106.0,184.15,-100.0,212.0,1128.5900000000001,-200.0
4,2012-05-05,8,103.0,417.88,-190.9000000000001,-96.3,-1042.4799999999998,184.19,-8.030000000000001,116.16,293.19,-148.98,100.19999999999999,184.19,52.03,-231.97,293.19,149.08,-431.97
5,2012-05-06,7,108.0,130.62,939.92,265.17999999999995,463.78999999999996,21.0,236.87,-168.19,42.0,107.87,-166.19,21.0,67.90000000000003,-196.26,42.0,-61.099999999999966,-231.32999999999998
6,2012-05-07,2,281.0,-49.620000000000005,1.5,-49.620000000000005,1.5,94.34,192.94,258.02,94.34,627.88,439.84000000000003,-100.0,-28.060000000000002,67.11000000000001,-100.0,-256.12,-132.89
7,2012-05-08,7,-411.0,184.66,1335.54,-562.17,-1369.15,-163.96,-75.39999999999996,231.06,-571.65,-519.93,162.26999999999998,127.03999999999999,171.64,149.36,592.3500000000001,575.11,542.77
8,2012-05-09,5,34.0,-119.72000000000004,-1302.81,-343.92,-782.94,-116.67,58.349999999999994,-40.12,-816.67,302.10999999999996,-180.24,-300.0,-81.69999999999999,-200.0,-1000.0,-401.1,-500.0
9,2012-05-10,2,-237.0,-4.77000000000001,501.75,255.23,761.75,180.98,54.95,218.74,603.9,219.78,516.22,180.98,54.95,218.74,603.9,219.78,516.22
10,2012-05-11,7,341.0,478.06999999999994,1180.3,94.03999999999996,53.26999999999998,212.14,231.0,238.98,1200.92,774.0,1116.93,212.14,399.03,288.98,1200.92,942.03,766.9300000000001
11,2012-05-12,7,1089.0,-241.26999999999998,185.6500000000001,-242.07,-466.28,-239.02,5.3799999999999955,-761.84,-856.1,-496.55999999999995,-1694.3899999999999,-239.02,-192.65999999999997,-199.89,-856.1,-892.6399999999999,-1049.6599999999999
12,2012-05-13,7,1124.0,-386.34000000000003,-1158.38,-515.19,-455.23,21.990000000000002,639.4399999999999,227.24,325.86,2030.71,858.4699999999999,21.990000000000002,438.05,612.24,325.86,1634.08,1430.42
13,2012-05-14,4,499.0,26.80000000000001,701.72,210.55,-58.52999999999997,39.44,-32.28,86.94,18.319999999999993,103.16000000000003,208.94,39.44,29.72,-78.0,18.319999999999993,47.160000000000025,44.0
14,2012-05-15,6,976.0,-145.43000000000004,-147.08000000000004,-105.53000000000003,-763.59,217.58999999999997,-29.350000000000023,-273.99,694.0400000000001,-38.89999999999998,-219.99,217.58999999999997,412.65,132.18,694.0400000000001,825.1000000000001,351.11
15,2012-05-16,5,301.0,161.23000000000002,533.99,-33.80999999999999,557.95,388.4,320.04,136.89,1238.04,418.08000000000004,-163.11,388.4,320.04,-269.0,1238.04,418.08000000000004,-569.0
16,2012-05-17,6,1071.0,-72.87,-123.41000000000008,312.3,246.60000000000002,317.08000000000004,183.3,-44.30000000000001,597.15,383.26,-74.37,133.05,183.3,367.57,413.12,383.26,337.5
17,2012-05-18,4,1108.0,-164.04999999999998,-801.1499999999999,-274.19,-911.29,-100.0,-34.22,-186.0,-500.0,-217.14,-386.0,-100.0,35.75,72.0,-500.0,-175.25,130.0
18,2012-05-19,8,481.0,321.21000000000004,533.24,431.94999999999993,385.98,-21.879999999999995,-448.1,-337.11,-43.75,-896.22,-374.21,-21.879999999999995,138.10999999999999,-96.88,-43.75,40.19,-296.88
19,2012-05-20,5,1073.0,-636.95,-976.3900000000001,-129.49999999999997,-252.3400000000001,272.42999999999995,33.69,135.91,516.72,85.80999999999997,155.91,272.42999999999995,-149.21999999999994,500.89,516.72,68.68999999999997,694.9699999999999
20,2012-05-21,2,62.0,-33.269999999999996,41.180000000000035,215.10000000000002,392.11,-18.700000000000003,125.32999999999998,96.92000000000002,-118.7,25.329999999999984,173.85000000000002,-18.700000000000003,-116.67,38.78999999999999,-118.7,-216.67000000000002,115.72
21,2012-05-22,8,577.0,-136.45,148.62999999999994,-59.730000000000004,-1088.56,-277.9,139.8,1.8100000000000165,-994.98,-48.19999999999999,-88.95999999999998,-277.9,-66.20000000000002,51.22000000000003,-994.98,-254.20000000000002,202.45000000000005
22,2012-05-23,11,751.0,486.37000000000006,1220.2100000000003,189.81000000000006,669.04,-87.92,177.90999999999997,66.56,-270.02,518.78,-273.43999999999994,-247.09,-237.09,56.64999999999998,-588.36,-300.21999999999997,488.61
23,2012-05-24,3,348.0,-146.04,-777.97,162.03,446.1,186.95,288.61,-98.0,233.9,288.61,-96.0,-53.05,-44.63000000000001,-300.0,-6.099999999999994,-44.63000000000001,-500.0
24,2012-05-25,4,892.0,-182.18000000000004,-31.329999999999984,-185.15,-34.30000000000001,210.88,496.97,-190.0,642.53,1304.97,-490.0,41.91,108.0,196.75,304.59999999999997,476.0,266.24
25,2012-05-26,9,1227.0,466.31,860.8400000000001,48.13999999999997,432.65,225.95,571.95,212.38,728.33,1185.73,395.78,225.95,362.95,271.24,728.33,976.7299999999999,528.5
26,2012-05-27,7,855.0,102.59000000000002,-65.51999999999997,197.7,674.5400000000001,-7.529999999999987,-302.90999999999997,-68.46000000000001,122.62000000000003,-605.83,209.88,294.47,107.09,-70.6,424.62,12.169999999999987,-647.3299999999999
27,2012-05-28,10,667.0,478.70000000000005,1003.73,183.17000000000007,-20.32000000000005,27.250000000000014,-192.0,-14.980000000000018,-89.71999999999997,-1192.0,504.1600000000001,27.250000000000014,-242.13,-94.78,-89.71999999999997,-930.4,-341.53
28,2012-05-29,7,602.0,99.13000000000001,-471.83000000000004,251.97000000000003,597.01,-82.98,-308.05,227.40000000000003,-165.95999999999998,-409.02,79.42000000000002,-82.98,25.980000000000004,-319.08,-165.95999999999998,253.22,-279.34
29,2012-05-30,7,1272.0,-356.37999999999994,-700.6399999999999,154.89999999999998,30.920000000000016,225.23,188.43,-336.1,215.76999999999998,-636.1299999999999,-936.1000000000001,225.23,-215.52999999999997,-184.34,215.76999999999998,-1040.09,-608.58
30,2012-05-31,1,426.0,-139.02,-678.05,-139.02,-678.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2012-06-01,4,9.0,-89.47999999999998,-88.13000000000001,-256.59,-756.59,-100.0,212.88,176.97,-300.0,235.52999999999997,422.9,123.0,382.81,176.97,369.0,915.25,422.9
32,2012-06-02,6,527.0,18.14,120.91,-315.87999999999994,-209.14999999999995,-180.13,-366.09999999999997,-211.45000000000005,-263.24,-641.8699999999999,-211.45000000000005,-0.12999999999999545,202.53000000000003,153.76,456.76,516.06,238.38
33,2012-06-03,7,817.0,107.83999999999997,616.3700000000001,-222.75000000000003,-1203.31,-125.30999999999997,583.14,260.56,-144.70999999999998,1293.1100000000001,233.8,-108.26999999999998,-249.96,-100.62,-127.66999999999997,-184.08,-200.62000000000003
34,2012-06-04,1,-100.0,60.50999999999999,163.54000000000002,-124.24,-21.20999999999998,0.0,102.13999999999999,-100.0,-200.0,130.70999999999998,-400.0,192.59,102.13999999999999,-100.0,570.37,130.70999999999998,-400.0
35,2012-06-05,5,1243.0,158.98000000000002,177.47999999999996,-308.99,-455.41999999999996,24.409999999999982,131.0,-121.99000000000001,294.86,354.02,-369.97,24.409999999999982,123.76999999999998,3.990000000000009,294.86,179.67000000000007,-497.99
36,2012-06-06,6,1001.0,-105.55999999999999,887.8899999999999,88.58000000000004,-115.59999999999991,47.959999999999994,112.87999999999998,389.32,45.91,-100.17000000000002,954.9300000000001,-102.04,60.480000000000004,-187.68,-104.09,-170.56,202.17000000000002
37,2012-06-07,5,286.0,-139.76999999999998,-372.32000000000005,-24.670000000000016,-860.67,68.28999999999999,-24.99000000000001,-386.42,458.9200000000001,708.03,-1310.98,-106.9,108.91999999999999,-69.56,-66.63999999999999,168.57999999999998,-292.12
38,2012-06-08,4,446.0,182.64,345.80000000000007,218.90000000000003,382.06000000000006,-31.03,43.360000000000014,384.57,-31.03,312.07,998.6000000000001,113.02,59.379999999999995,209.2,113.02,9.75,118.4
39,2012-06-09,9,537.0,750.25,1755.3,-78.09000000000002,-7.419999999999959,158.07,-130.13,214.55,373.18000000000006,-316.13,189.76999999999998,7.049999999999997,-315.25,-68.07,71.13999999999999,-530.51,171.78999999999996
40,2012-06-10,5,1068.0,-350.51,-794.86,210.75,629.4000000000001,303.83,623.24,663.03,722.48,1231.51,1607.7399999999998,303.83,71.13999999999999,84.52999999999999,722.48,305.43000000000006,87.53999999999994
41,2012-06-11,1,144.0,81.82,172.73,-109.09,-18.180000000000007,-100.0,304.4,273.89,-200.0,597.77,375.89,-100.0,-124.81,64.88999999999999,-200.0,-74.44,166.89
42,2012-06-12,3,198.0,-198.06,-682.23,-90.88999999999999,-1090.8899999999999,62.89,324.3,41.550000000000004,125.79,766.1500000000001,538.02,62.89,118.25,53.73,125.79,354.07,159.73
43,2012-06-13,6,256.0,497.1700000000001,1324.3500000000001,-22.809999999999974,-1131.64,-296.0,128.91000000000003,-180.84000000000006,-888.0,620.8100000000002,330.2700000000001,166.59000000000003,358.81,633.21,-40.22000000000003,1249.61,1339.56
44,2012-06-14,4,486.0,-31.529999999999973,-295.1099999999999,325.44,1026.73,246.04000000000002,186.69,23.890000000000015,842.01,295.40999999999997,-604.11,-80.94999999999999,150.43,100.75999999999999,195.26,222.89,177.76
45,2012-06-15,19,2457.0,964.9399999999999,1106.8899999999999,311.1500000000001,453.10000000000014,113.02,-40.3,-1414.9399999999998,322.18,-6.069999999999993,-1272.1699999999998,113.02,172.7,-1041.24,322.18,206.93,-898.47
46,2012-06-16,7,1381.0,328.29999999999995,898.6199999999999,-738.05,-947.3299999999999,218.52999999999997,215.37,-7.930000000000007,574.46,289.52,-790.0999999999999,-50.47000000000001,207.10999999999999,127.82,36.460000000000036,664.75,306.63
47,2012-06-17,8,928.0,-182.32999999999993,-818.6,329.08,496.21000000000004,-308.0,-309.06,489.76000000000005,-1216.0,-830.33,1295.1299999999999,-294.0,-358.28,-356.96999999999997,-1188.0,-666.56,-434.94
48,2012-06-18,3,425.0,212.20999999999998,212.20999999999998,60.129999999999995,60.129999999999995,-100.0,39.17,232.07999999999998,-300.0,78.34,232.07999999999998,-100.0,39.17,78.03,-300.0,78.34,78.03
49,2012-06-19,7,826.0,151.49999999999994,3.409999999999968,-518.28,-1002.02,238.01999999999998,516.8400000000001,-781.49,531.29,1129.95,-1233.12,149.14,302.84000000000003,-126.51000000000002,690.4100000000001,477.95000000000005,-334.9100000000001
50,2012-06-20,9,1489.0,619.88,1674.1099999999997,-238.05,-90.59999999999995,-76.1,-145.67000000000002,239.95000000000005,-320.24,-399.51000000000005,926.46,-76.1,-134.62,666.6800000000001,-320.24,-381.41,1666.2799999999997
51,2012-06-21,5,287.0,-72.38000000000001,-751.38,451.87,1703.3799999999999,-32.89,-31.97,-73.0,-432.89,-63.94999999999999,-46.0,-200.0,-31.97,121.34,-600.0,-63.94999999999999,148.34
52,2012-06-22,3,309.0,-205.91,-605.91,-187.0,-587.0,-100.0,-200.99,-328.06,-300.0,-601.98,-928.06,-100.0,3.3299999999999983,-95.91,-300.0,246.67,64.44999999999999
53,2012-06-23,7,428.0,23.60000000000001,414.45,-46.24000000000001,-366.13,180.79000000000002,175.72000000000003,86.73,608.1600000000001,351.72,4.329999999999998,180.79000000000002,-298.28,69.33,608.1600000000001,-570.28,-30.480000000000004
54,2012-06-24,10,1015.0,631.63,1540.1,603.5500000000001,22.52999999999996,-51.95,43.98000000000002,-53.870000000000005,161.20999999999998,197.83000000000004,-420.87,-118.01,-523.0799999999999,-194.89,-135.84999999999997,-369.23,-314.89
55,2012-06-25,3,416.0,18.820000000000007,78.56,-321.88,-921.88,0.0,-15.25,145.39999999999998,0.0,-30.50999999999999,273.61,0.0,-200.0,-200.0,0.0,-400.0,-400.0
56,2012-06-26,11,357.0,407.6400000000001,568.13,-602.94,-1230.84,-106.86,123.47000000000001,-129.20999999999998,-444.78,234.53000000000003,-199.25999999999993,-34.97,-4.110000000000014,68.89,95.11000000000001,-54.01999999999998,-58.78000000000003
57,2012-06-27,8,406.0,574.5400000000001,815.8800000000002,89.75999999999999,743.3800000000001,-34.96000000000001,473.52,-80.66,-142.40999999999997,882.91,-45.31999999999999,46.03999999999999,-225.14999999999998,-541.86,169.59000000000003,-167.63999999999996,-1183.72
58,2012-06-28,1,237.0,-226.01999999999998,-926.02,22.069999999999993,270.06999999999994,58.14,354.08,94.94000000000001,174.42,585.0799999999999,269.94,58.14,-41.860000000000014,-440.83,174.42,-41.860000000000014,-781.66
59,2012-06-29,6,632.0,226.25,1045.68,476.31,1199.9099999999999,135.26,158.24,-10.840000000000003,35.25999999999999,280.49,133.26,135.26,131.24,23.5,35.25999999999999,253.49,-142.29
60,2012-06-30,10,-184.0,-705.85,-1521.1499999999999,12.350000000000009,96.09000000000003,-58.0,-247.0,33.22999999999996,-158.0,-340.11,420.53999999999996,178.0,354.71000000000004,60.449999999999974,314.0,617.86,301.90999999999997
61,2012-07-01,7,1275.0,164.52,183.03,57.57000000000001,959.05,68.03,1.7799999999999727,3.210000000000008,204.08,-136.78999999999996,185.41999999999996,68.03,1.7799999999999727,-170.85999999999999,204.08,-136.78999999999996,11.349999999999994
62,2012-07-02,2,699.0,-92.1,380.40999999999997,271.93999999999994,183.58,52.91,59.7,-344.13,211.64,312.01,-732.4,52.91,59.7,55.06,211.64,312.01,-109.21000000000001
63,2012-07-03,9,1224.0,520.01,2157.1400000000003,309.24,885.6000000000001,-148.98,354.4,394.0,-344.9,526.5800000000002,637.0799999999999,-148.98,-66.9,-3.9999999999999716,-344.9,-316.02,28.079999999999984
64,2012-07-04,9,248.0,-389.73,-1719.83,63.25,992.1300000000001,-200.0,-107.94000000000003,-400.92,-600.0,-107.60999999999999,-770.35,-200.0,-107.94000000000003,615.4000000000001,-600.0,-107.60999999999999,1734.64
65,2012-07-05,7,610.0,-16.299999999999983,35.690000000000055,409.70000000000005,1725.6900000000005,51.02,309.72,403.62,255.1,794.88,890.86,51.02,67.72,-4.969999999999999,255.1,310.88,-334.91999999999996
66,2012-07-06,2,965.0,-330.08000000000004,-1160.75,-55.29000000000002,-1072.16,-47.92,184.57999999999998,-0.9200000000000017,8.330000000000013,365.72,289.36,167.07999999999998,184.57999999999998,-143.8,438.33000000000004,365.72,3.6000000000000227
67,2012-07-07,12,1128.0,453.31000000000006,1514.3999999999999,-26.38000000000001,623.7999999999998,117.02,-38.890000000000015,186.47000000000003,480.93,204.54999999999995,47.41999999999999,117.02,446.11,205.47000000000003,480.93,936.55,66.41999999999999
68,2012-07-08,7,851.0,160.49,912.5799999999997,275.53999999999996,760.23,-16.67,224.46,272.55,-166.67000000000002,763.75,1316.96,-16.67,224.46,272.55,-166.67000000000002,763.75,1316.96
69,2012-07-13,4,287.0,-274.51,-467.71,198.83999999999997,648.45,0.0,89.97999999999996,271.69,0.0,270.43000000000006,314.55999999999995,0.0,-84.09000000000002,69.69,0.0,-77.72000000000003,-291.44
70,2012-07-14,11,655.0,-100.71999999999997,-279.78,64.54999999999998,-430.91999999999996,6.409999999999982,167.54000000000002,567.28,142.68999999999994,847.1400000000001,959.18,6.409999999999982,167.54000000000002,274.30999999999995,142.68999999999994,847.1400000000001,666.21
71,2012-07-15,5,-63.0,493.31,1219.8899999999999,218.27999999999997,475.11,-91.86000000000001,-90.97,-178.90999999999997,-233.72,-280.1099999999999,-244.59,110.13999999999999,-90.97,-254.76999999999998,-31.72,-280.1099999999999,-320.45
72,2012-07-16,4,525.0,-270.9,-501.93999999999994,-87.57,414.73,0.0,39.97,91.60000000000002,0.0,-55.94999999999999,175.79999999999995,0.0,-131.97,-107.41,0.0,-227.89,-222.22000000000003
73,2012-07-17,7,1261.0,149.46000000000004,656.26,174.0,707.89,-15.969999999999999,-52.64,75.47,-131.93,-676.87,164.34999999999997,-15.969999999999999,-52.64,-101.44999999999999,-131.93,-676.87,-366.42
74,2012-07-18,10,438.0,-91.58,-1407.5400000000002,408.66999999999996,1732.7100000000003,256.94,420.59,68.13999999999999,672.62,1460.89,-233.58,256.94,420.59,249.44,672.62,1460.89,-52.28
75,2012-07-19,6,461.0,341.57,1069.23,161.57,529.2299999999999,79.91000000000001,23.070000000000007,-120.34000000000003,-33.56999999999999,269.45000000000005,-779.97,79.91000000000001,210.79000000000002,-347.34000000000003,-33.56999999999999,457.1700000000001,-1006.97
76,2012-07-20,5,1116.0,-104.49999999999999,373.42,397.76,875.6800000000001,172.51,174.86,-298.97,521.74,-126.11000000000001,-665.97,172.51,174.86,-467.0,521.74,-126.11000000000001,-834.0
77,2012-07-21,8,798.0,-174.98,-1066.22,180.28,930.9200000000001,-30.5,335.3,10.159999999999982,-222.03999999999996,985.1100000000001,843.23,-30.5,158.38,-148.84,-222.03999999999996,454.34000000000015,-118.50999999999999
78,2012-07-22,9,1482.0,246.01999999999998,1247.79,508.11999999999995,1162.28,-131.97,-48.959999999999994,-356.06,-727.89,-405.65,-888.06,-131.97,-225.88,-173.32999999999998,-727.89,-759.5,6.009999999999991
79,2012-07-23,3,453.0,174.20999999999998,435.46999999999997,89.94,-241.09999999999997,46.08,-35.36,-72.0,46.08,215.52000000000004,100.0,46.08,-10.280000000000001,-103.93,46.08,240.60000000000002,36.14999999999998
80,2012-07-24,7,993.0,-317.75,255.97000000000008,389.92999999999995,758.5999999999999,171.14999999999998,-168.0,-275.02000000000004,717.6600000000001,-6.0,-361.03,171.14999999999998,10.739999999999995,-285.1,717.6600000000001,172.74,-555.81
81,2012-07-25,6,575.0,309.39000000000004,48.95999999999992,-890.8299999999999,-2482.26,189.27,606.22,-243.78000000000003,689.28,1977.71,-278.44,189.27,630.9200000000001,215.75,689.28,2002.4099999999999,1233.52
82,2012-07-26,4,-259.0,-223.07999999999998,-592.31,228.92000000000002,1267.69,46.95,229.33999999999997,399.76,234.74,850.45,1353.8,46.95,55.26999999999998,197.76,234.74,676.38,949.8
83,2012-07-27,6,475.0,192.27999999999997,775.4999999999999,276.39,1094.88,192.23000000000002,442.73,154.05999999999997,516.8199999999999,586.2900000000001,154.80999999999997,192.23000000000002,442.73,324.35999999999996,516.8199999999999,586.2900000000001,525.11
84,2012-07-28,7,-62.0,-418.77,-630.5699999999997,-135.19,-122.89999999999989,32.87,-27.819999999999993,-450.74000000000007,271.61,-302.70000000000005,-1678.8000000000002,32.87,25.110000000000014,-68.54000000000002,271.61,-249.76999999999998,-914.41
85,2012-07-29,8,228.0,334.93999999999994,1386.1000000000001,-691.8599999999999,-2024.8399999999997,397.43,33.81999999999999,-346.09000000000003,934.86,-304.72999999999996,-658.1800000000001,239.29,-363.27,-809.09,776.72,-901.8199999999999,-1818.18
86,2012-07-30,2,685.0,-147.34,103.54000000000002,421.72,916.6,60.98,190.03,178.95999999999998,60.98,358.1,357.93999999999994,60.98,-15.969999999999999,-9.930000000000007,60.98,152.1,-19.849999999999994
87,2012-07-31,6,446.0,174.72999999999996,844.5,-461.1,-1541.9599999999998,8.749999999999986,582.31,538.1800000000001,168.33000000000004,1550.21,1738.37,204.90000000000003,335.31,174.07,1149.1000000000001,1303.21,1212.15
88,2012-08-01,6,859.0,71.73000000000002,274.31999999999994,-554.71,-1298.07,-174.24,40.27999999999997,-186.66000000000003,-721.21,-4.4899999999999665,-375.71000000000004,-174.24,56.27999999999999,86.42999999999999,-721.21,11.510000000000034,-526.62
89,2012-08-02,6,470.0,-139.48000000000002,-975.19,357.38,851.6700000000001,1.0200000000000102,-25.319999999999993,-167.1,52.04000000000002,61.629999999999995,-367.1,1.0200000000000102,-25.319999999999993,-342.86,52.04000000000002,61.629999999999995,-542.86
90,2012-08-03,22,3294.0,1359.0099999999998,1969.7,-1188.5,-2104.38,1274.6100000000001,27.0,328.33000000000004,1767.14,193.0,309.63,590.9300000000001,-865.0,502.40000000000003,1083.4599999999998,-1145.0,483.7
91,2012-08-04,6,1384.0,219.84000000000003,-218.82999999999998,-163.22999999999996,-939.23,-232.89,-127.0,157.48999999999998,-465.77,-169.0,311.93,-232.89,240.98,-254.42000000000002,-465.77,198.98,-262.88
92,2012-08-05,10,1273.0,-165.35000000000002,-435.9600000000001,-522.08,-1565.1799999999998,33.059999999999995,276.06,-824.81,133.9,639.85,-1324.81,33.059999999999995,-99.12999999999997,-57.0,133.9,89.47000000000003,-83.0
93,2012-08-06,3,-88.0,-156.41,-132.95000000000002,70.59,321.04999999999995,0.0,145.32999999999998,-21.03,0.0,266.63,67.93,0.0,-35.97,-8.700000000000003,0.0,-95.97,273.9
94,2012-08-07,7,1142.0,-294.70000000000005,-358.1,-192.17,22.430000000000007,60.97999999999999,-618.7,-43.84000000000001,498.56,-1237.4,156.59000000000003,375.88,173.79000000000002,175.32999999999998,813.4599999999999,145.57000000000005,593.0999999999999
95,2012-08-08,8,185.0,-136.01,473.7399999999999,43.170000000000044,-738.0300000000001,-125.93,-82.15,57.960000000000036,-129.63,-439.01000000000005,526.15,-125.93,-110.21000000000001,271.98,-129.63,220.7,1468.04
96,2012-08-09,4,492.0,-153.06,-392.45,134.94,349.54999999999995,41.629999999999995,-46.36,37.420000000000016,-100.88999999999999,-451.08,489.51,41.629999999999995,142.56,70.67000000000002,-100.88999999999999,663.54,186.52999999999997
97,2012-08-10,2,-339.0,440.40000000000003,1318.4099999999999,-74.82000000000002,642.22,288.23,363.33,295.97,858.13,1373.33,711.49,92.99000000000001,314.33,130.94,662.89,826.3299999999999,427.40999999999997
98,2012-08-11,5,70.0,32.57999999999994,61.18999999999984,364.5799999999999,2139.1899999999996,402.35999999999996,484.84999999999997,-421.46999999999997,642.7199999999999,821.09,-588.94,-34.83000000000001,96.68000000000002,-223.99999999999997,30.340000000000003,-184.25000000000006,-296.30999999999995
99,2012-08-12,8,-13.0,446.92,530.3299999999999,-49.5,265.96000000000004,-95.05,276.41999999999996,-145.47999999999996,-395.05,497.46,87.15,-250.0,-465.72,-167.07000000000005,-550.0,-439.02000000000004,-887.31
100,2012-08-13,2,116.0,-146.2,98.52000000000004,560.8,805.52,159.0,-22.33,-177.92000000000002,318.0,-238.99,-315.75,-100.0,-400.0,-177.92000000000002,-200.0,-800.0,-315.75
101,2012-08-14,8,612.0,420.9900000000001,500.36,-94.67000000000002,124.32999999999998,9.969999999999999,44.93000000000001,-11.990000000000009,284.84000000000003,285.07,36.50999999999996,9.969999999999999,44.93000000000001,629.01,284.84000000000003,285.07,904.51
102,2012-08-15,11,-52.0,644.7799999999999,1167.66,-412.03000000000003,-570.21,197.89,551.4200000000001,-80.59000000000002,255.66999999999996,782.65,-770.59,197.89,373.3,-590.99,255.66999999999996,604.53,-1081.98
103,2012-08-16,2,95.0,75.58,447.1,-288.89,-863.69,54.05,246.35000000000002,91.85000000000002,54.05,358.25000000000006,-208.15,54.05,-195.24,-352.06,54.05,-332.34,-330.10999999999996
104,2012-08-17,7,723.0,-75.26000000000002,-771.2700000000001,203.82,731.81,212.76999999999998,433.28,-254.06000000000003,712.78,1049.84,-455.21999999999997,212.76999999999998,249.95,222.90999999999997,712.78,866.5099999999999,284.73
105,2012-08-18,5,847.0,-174.37999999999994,660.8100000000001,-59.98999999999997,-644.4399999999999,243.90000000000003,593.4200000000001,-67.24000000000001,881.79,1010.8,196.74,243.90000000000003,631.6800000000001,-211.25,881.79,1049.06,-617.51
106,2012-08-19,7,624.0,-211.56000000000012,-313.3200000000001,-119.50000000000001,-651.2600000000001,117.33,908.9899999999999,-101.89,431.09,2432.17,-76.51,117.33,535.05,-93.93999999999998,431.09,2058.23,324.12
107,2012-08-20,3,646.0,101.28000000000003,160.45000000000005,-78.72,-19.549999999999997,92.99000000000001,45.0,-245.95,511.20000000000005,5.0,-737.84,158.01999999999998,1.9200000000000017,-245.95,238.3,-521.15,-737.84
108,2012-08-21,7,1651.0,-15.930000000000042,-36.07000000000011,96.64000000000001,364.25999999999993,21.409999999999997,-26.579999999999984,-105.90999999999998,-422.34,-354.8399999999999,1.4400000000000546,-293.87,-255.29000000000002,124.69,-737.62,-619.66,274.90999999999997
