"date","matchup","ID","name.x","label","slug.y","name.y","field_type","state","longitude","attendance","broadcast","daytime","duration","temperature","temperature_unit","weather_conditions","wind_direction","wind_speed","wind_speed_unit","at_bats","balks","batting_average","caught_stealing","complete_games","double_plays","doubles","earned_run_average","earned_runs_against","errors_made","games_lost","games_played","games_won","grounded_into_double_plays","hit_batters","hit_by_pitch","hits","home_runs","intentional_walks","intentional_walks_against","left_on_base","on_base_percentage","on_base_plus_slugging","outs_pitched","passed_balls","pickoffs","rlisp_two_out","runs","runs_batted_in","runs_inning_1","runs_inning_2","runs_inning_3","runs_inning_4","runs_inning_5","runs_inning_6","runs_inning_7","runs_inning_8","runs_inning_9","runs_inning_10","runs_inning_11","runs_inning_12","runs_inning_13","runs_inning_14","runs_inning_15","runs_inning_16","runs_inning_17","runs_inning_18","runs_inning_19","runs_inning_20","runs_inning_21","runs_inning_22","runs_inning_23","runs_inning_24","runs_inning_extra","sacrifice_flys","sacrifice_hits","saves","shutouts","slugging_percentage","stolen_bases","strikeouts","team_left_on_base","total_bases","triple_plays","triples","two_out_left_on_base","walks","whip","wild_pitches"
2016-04-29,"COL-ARI","COL-ARI-2016-04-29","Rockies vs Diamondbacks April 29, 2016 at  6:40pm","Rockies vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,23004,"FS-A",FALSE,12060,80,"f","sunny","Varying",15,"mph",29,0,0.172,1,0,0,2,9,9,0,1,0,0,1,1,0,5,0,0,0,16,0.273,0.514,27,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,7,6,7,0,0,2,4,1.667,0
2016-05-14,"SF-ARI","SF-ARI-2016-05-14","Giants vs Diamondbacks May 14, 2016 at  5:10pm","Giants vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,32448,"FS-A",FALSE,11100,NA,NA,"indoors",NA,NA,NA,35,0,0.229,0,0,2,2,5,5,0,1,0,0,0,1,0,8,0,0,0,20,0.263,0.549,27,0,0,6,3,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.286,1,8,8,10,0,0,6,2,1.667,0
2016-07-28,"ARI-MIL","ARI-MIL-2016-07-28","Diamondbacks vs Brewers July 28, 2016 at  1:10pm","Diamondbacks vs Brewers","mlb-ari","Miller Park","grass","WI",-87.97012,33971,"FS-A",TRUE,10200,NA,NA,NA,NA,NA,NA,36,0,0.25,0,0,0,3,6.75,6,0,1,0,0,1,0,0,9,0,0,1,15,0.27,0.603,24,0,0,0,4,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,6,12,0,0,4,1,1.375,0
2016-06-07,"TB-ARI","TB-ARI-2016-06-07","Rays vs Diamondbacks June  7, 2016 at  6:40pm","Rays vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,17964,"FS-A",FALSE,8100,NA,NA,"indoors",NA,NA,NA,29,0,0.276,0,1,1,2,0,0,0,0,0,1,1,0,0,8,2,0,0,11,0.323,0.875,27,0,0,2,5,5,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.552,0,5,3,16,0,0,2,2,0.556,0
2016-07-06,"SD-ARI","SD-ARI-2016-07-06","Padres vs Diamondbacks July  6, 2016 at  6:40pm","Padres vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,17091,"FS-A",FALSE,11400,NA,NA,NA,NA,NA,NA,38,0,0.316,0,0,0,4,13,13,0,1,0,0,0,0,1,12,2,1,0,14,0.381,1.013,27,0,0,0,6,6,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.632,0,0,10,24,0,1,5,2,1.889,0
2016-04-17,"ARI-SD","ARI-SD-2016-04-17","Diamondbacks vs Padres April 17, 2016 at  1:40pm","Diamondbacks vs Padres","mlb-ari","PETCO Park","grass","CA",-117.1550698,30250,"FSSD",TRUE,9420,85,"f","sunny","Out to Right",12,"mph",36,0,0.306,0,0,0,1,1,1,2,0,0,1,2,0,0,11,4,0,0,6,0.324,1.046,27,0,1,2,7,7,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,1,5,3,26,0,1,2,1,1,0
2016-04-02,"KC-ARI","KC-ARI-2016-04-02","Royals vs Diamondbacks April  2, 2016 at 12:10pm","Royals vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,NA,"FS-A",TRUE,NA,76,"f","sunny","Varying",6,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,NA,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-06,"TB-ARI","TB-ARI-2016-06-06","Rays vs Diamondbacks June  6, 2016 at  6:40pm","Rays vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,17176,"FS-A",FALSE,12600,NA,NA,"indoors",NA,NA,NA,34,0,0.206,0,0,0,1,6,6,0,1,0,0,0,0,1,7,2,0,1,16,0.325,0.737,27,0,0,5,4,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,15,9,14,0,0,5,5,1.889,0
2016-08-28,"CIN-ARI","CIN-ARI-2016-08-28","Reds vs Diamondbacks August 28, 2016 at  1:10pm","Reds vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,22624,"FS-A",TRUE,10620,NA,NA,NA,NA,NA,NA,41,0,0.439,0,0,1,2,2,2,0,0,0,1,0,0,0,18,1,0,0,21,0.442,1.003,27,0,0,0,11,10,4,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.561,4,0,8,23,0,0,5,1,0.556,0
2016-04-06,"COL-ARI","COL-ARI-2016-04-06","Rockies vs Diamondbacks April  6, 2016 at 12:40pm","Rockies vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,18572,"FS-A",TRUE,9540,NA,NA,"indoors",NA,NA,NA,36,NA,0.222,0,0,1,0,4,4,0,1,0,0,0,0,1,8,1,0,0,19,0.263,0.569,27,0,1,4,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,1,6,8,11,0,0,4,1,0.889,0
2016-08-01,"WAS-ARI","WAS-ARI-2016-08-01","Nationals vs Diamondbacks August  1, 2016 at  6:40pm","Nationals vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,17518,"FS-A",FALSE,12180,NA,NA,NA,NA,NA,NA,31,0,0.161,0,0,0,1,13,13,1,1,0,0,0,0,0,5,0,0,0,12,0.212,0.406,27,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.194,0,0,6,6,0,0,2,2,2.667,1
2016-08-12,"ARI-BOS","ARI-BOS-2016-08-12","Diamondbacks vs Red Sox August 12, 2016 at  7:10pm","Diamondbacks vs Red Sox","mlb-ari","Fenway Park","grass","MA",-71.0948148,37555,"NESN",FALSE,10380,NA,NA,NA,NA,NA,NA,38,0,0.316,0,0,1,1,5.625,5,2,1,0,0,0,1,0,12,2,0,0,14,0.35,0.903,24,0,0,0,4,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0,0,9,21,0,1,5,2,1.375,1
2016-09-23,"ARI-BAL","ARI-BAL-2016-09-23","Diamondbacks vs Orioles September 23, 2016 at  7:05pm","Diamondbacks vs Orioles","mlb-ari","Oriole Park at Camden Yards","grass","MD",-76.6206139,37815,"MASN 2",FALSE,14400,NA,NA,NA,NA,NA,NA,43,0,0.209,0,0,0,4,2.455,3,2,1,0,0,1,1,0,9,0,0,1,12,0.244,0.546,33,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,7,13,0,0,5,2,1.364,1
2016-03-20,"ARI-CIN","ARI-CIN-2016-03-20","Diamondbacks vs Reds March 20, 2016 at  4:05pm","Diamondbacks vs Reds","mlb-ari","Goodyear Ballpark","grass","AZ",NA,NA,"",TRUE,NA,82,"f","sunny","In from Right",8,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,9,NA,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-26,"CIN-ARI","CIN-ARI-2016-08-26","Reds vs Diamondbacks August 26, 2016 at  6:40pm","Reds vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,26087,"FS-A",FALSE,13620,NA,NA,NA,NA,NA,NA,39,1,0.18,0,0,2,1,2.455,3,0,0,0,1,0,0,1,7,1,0,2,12,0.289,0.622,33,0,0,0,4,3,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,2,0,9,13,0,1,2,5,1.636,0
2016-06-19,"ARI-PHI","ARI-PHI-2016-06-19","Diamondbacks vs Phillies June 19, 2016 at  1:35pm","Diamondbacks vs Phillies","mlb-ari","Citizens Bank Park","grass","PA",-75.1678599,40214,"CSN",TRUE,10740,85,"f","cloudy","Left to Right",7,"mph",37,0,0.27,0,0,1,3,0,0,1,0,0,1,0,0,0,10,0,1,0,15,0.333,0.792,27,0,0,5,5,4,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.459,0,9,10,17,0,2,5,3,0.667,0
2016-04-24,"PIT-ARI","PIT-ARI-2016-04-24","Pirates vs Diamondbacks April 24, 2016 at  1:10pm","Pirates vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,27573,"FS-A",TRUE,19500,NA,NA,"indoors",NA,NA,NA,52,0,0.288,0,0,2,3,7.615,11,2,1,0,0,0,0,0,15,4,2,1,27,0.383,0.998,39,1,0,6,10,10,1,0,3,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.615,1,17,13,32,0,1,6,6,2.154,0
2016-08-09,"ARI-NYM","ARI-NYM-2016-08-09","Diamondbacks vs Mets August  9, 2016 at  7:10pm","Diamondbacks vs Mets","mlb-ari","Citi Field","grass","NY",-73.8501765,31884,"SNY",FALSE,11040,NA,NA,NA,NA,NA,NA,34,0,0.235,0,0,0,1,3,3,1,0,0,1,0,0,0,8,2,0,0,12,0.297,0.797,27,0,0,0,5,5,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,5,0,6,17,0,1,5,3,0.889,0
2016-09-16,"LA-ARI","LA-ARI-2016-09-16","Dodgers vs Diamondbacks September 16, 2016 at  6:40pm","Dodgers vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,28211,"FS-A+(Sp.)",FALSE,12720,NA,NA,NA,NA,NA,NA,32,0,0.188,0,0,1,2,1,1,1,1,0,0,0,0,0,6,0,0,1,21,0.325,0.638,27,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.313,0,0,11,10,0,1,6,7,1,1
2016-07-19,"TOR-ARI","TOR-ARI-2016-07-19","Blue Jays vs Diamondbacks July 19, 2016 at  6:40pm","Blue Jays vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,26626,"FS-A",FALSE,10680,NA,NA,NA,NA,NA,NA,31,0,0.194,0,0,0,2,3,3,2,1,0,0,2,0,2,6,0,0,0,16,0.265,0.523,27,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,1,0,6,8,0,0,4,1,1.222,1
2016-08-25,"ATL-ARI","ATL-ARI-2016-08-25","Braves vs Diamondbacks August 25, 2016 at  6:40pm","Braves vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,18698,"FS-A",FALSE,10500,NA,NA,NA,NA,NA,NA,29,0,0.069,0,0,1,0,2,2,1,1,0,0,1,0,0,2,0,0,1,9,0.156,0.225,27,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,4,2,0,0,1,3,1.444,0
2016-05-01,"COL-ARI","COL-ARI-2016-05-01","Rockies vs Diamondbacks May  1, 2016 at  1:10pm","Rockies vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,25458,"FS-A",TRUE,12180,74,"f","cloudy","Varying",10,"mph",38,0,0.289,0,0,0,0,6,6,0,1,0,0,0,0,0,11,1,0,0,21,0.325,0.693,27,1,0,5,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,8,10,14,0,0,5,2,1.333,0
2016-09-06,"ARI-LA","ARI-LA-2016-09-06","Diamondbacks vs Dodgers September  6, 2016 at  7:10pm","Diamondbacks vs Dodgers","mlb-ari","Dodger Stadium","grass","CA",-118.251259,42457,"SNLA Spanish",FALSE,10140,NA,NA,NA,NA,NA,NA,30,0,0.133,0,0,1,2,4.5,4,0,1,0,0,0,0,0,4,1,0,0,6,0.156,0.456,24,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0,3,9,0,0,2,1,1.625,0
2016-06-01,"ARI-HOU","ARI-HOU-2016-06-01","Diamondbacks vs Astros June  1, 2016 at  7:10pm","Diamondbacks vs Astros","mlb-ari","Minute Maid Park","grass","TX",-95.3527035,22642,"ROOT SPORTS SW",FALSE,13380,73,"f","indoors","None",0,"mph",37,0,0.216,2,0,0,1,4.219,5,1,1,0,0,0,1,1,8,1,0,0,8,0.275,0.599,32,0,0,2,4,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,15,3,12,0,0,2,2,1.125,1
2016-08-19,"ARI-SD","ARI-SD-2016-08-19","Diamondbacks vs Padres August 19, 2016 at  7:40pm","Diamondbacks vs Padres","mlb-ari","PETCO Park","grass","CA",-117.1550698,26080,"FSSD",FALSE,14280,NA,NA,NA,NA,NA,NA,40,0,0.325,0,0,1,2,6.75,7,0,1,0,0,1,0,0,13,0,2,0,28,0.438,0.813,28,0,0,0,4,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.375,5,0,15,15,0,0,7,6,1.714,0
2016-07-08,"ARI-SF","ARI-SF-2016-07-08","Diamondbacks vs Giants July  8, 2016 at  7:15pm","Diamondbacks vs Giants","mlb-ari","AT&T Park","grass","CA",-122.3401953,41576,"CSN-BA",FALSE,12420,NA,NA,NA,NA,NA,NA,33,0,0.212,0,0,0,0,4.5,4,1,1,0,0,1,0,1,7,1,0,0,20,0.297,0.6,24,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,8,10,0,0,4,3,1.875,0
2016-08-30,"ARI-SF","ARI-SF-2016-08-30","Diamondbacks vs Giants August 30, 2016 at  7:15pm","Diamondbacks vs Giants","mlb-ari","AT&T Park","grass","CA",-122.3401953,41443,"CSBA",FALSE,11880,NA,NA,NA,NA,NA,NA,33,0,0.212,0,0,2,0,2,2,1,0,0,1,1,1,0,7,0,1,0,14,0.316,0.589,27,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.273,1,0,7,9,0,1,2,4,1.333,0
2016-04-22,"PIT-ARI","PIT-ARI-2016-04-22","Pirates vs Diamondbacks April 22, 2016 at  6:40pm","Pirates vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,27829,"FS-A",FALSE,11520,95,"f","sunny","Varying",10,"mph",41,0,0.366,0,0,3,2,7,7,1,1,0,0,2,0,0,15,3,0,0,17,0.395,1.078,27,0,0,6,7,6,0,1,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,2,4,9,28,0,1,6,2,1.667,1
2016-04-30,"COL-ARI","COL-ARI-2016-04-30","Rockies vs Diamondbacks April 30, 2016 at  5:10pm","Rockies vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,32987,"FS-A",FALSE,11760,NA,NA,"indoors",NA,NA,NA,30,0,0.167,0,0,2,1,5,5,1,1,0,0,2,0,0,5,1,0,1,10,0.242,0.542,27,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,6,4,9,0,0,2,3,1.889,0
2016-03-19,"ARI-SEA","ARI-SEA-2016-03-19","Diamondbacks vs Mariners March 19, 2016 at 10:10pm","Diamondbacks vs Mariners","mlb-ari","Peoria Sports Complex","grass","AZ",NA,NA,"ROOT SPORTS",FALSE,NA,81,"f","sunny","Right to Left",4,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-24,"ARI-CIN","ARI-CIN-2016-07-24","Diamondbacks vs Reds July 24, 2016 at  1:10pm","Diamondbacks vs Reds","mlb-ari","Great American Ball Park","grass","OH",-84.5120196,25304,"FS-O",TRUE,12720,NA,NA,NA,NA,NA,NA,38,0,0.342,2,0,1,1,8,8,0,0,0,1,1,1,0,13,4,0,0,10,0.39,1.074,27,1,0,0,9,8,1,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.684,0,0,6,26,0,0,2,3,1.889,0
2016-03-10,"ARI-LAA","ARI-LAA-2016-03-10","Diamondbacks vs Angels March 10, 2016 at  3:10pm","Diamondbacks vs Angels","mlb-ari","Tempe Diablo Stadium","grass","AZ",NA,NA,"FS-W",TRUE,NA,81,"f","sunny","In from Right",5,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,NA,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-26,"STL-ARI","STL-ARI-2016-04-26","Cardinals vs Diamondbacks April 26, 2016 at  6:40pm","Cardinals vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,19074,"Fox Sports 1",FALSE,10020,76,"f","sunny","Out to Left",6,"mph",31,0,0.161,0,0,1,1,8,8,0,1,0,0,1,0,1,5,2,0,1,9,0.212,0.599,27,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,6,4,12,0,0,2,1,1.889,0
2016-08-23,"ATL-ARI","ATL-ARI-2016-08-23","Braves vs Diamondbacks August 23, 2016 at  6:40pm","Braves vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,18780,"FS-A",FALSE,12180,NA,NA,NA,NA,NA,NA,32,0,0.156,0,0,0,2,5,5,2,1,0,0,0,1,2,5,0,0,0,11,0.289,0.57,27,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,7,9,0,1,4,4,1.889,0
2016-05-18,"NYY-ARI","NYY-ARI-2016-05-18","Yankees vs Diamondbacks May 18, 2016 at  6:40pm","Yankees vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,32191,"FS-A",FALSE,11520,NA,NA,"indoors",NA,NA,NA,29,0,0.069,0,0,0,1,4,4,0,1,0,0,0,0,0,2,1,0,1,7,0.129,0.336,27,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,11,2,6,0,0,1,2,1.667,1
2016-06-05,"ARI-CHC","ARI-CHC-2016-06-05","Diamondbacks vs Cubs June  5, 2016 at  1:20pm","Diamondbacks vs Cubs","mlb-ari","Wrigley Field","grass","IL",-87.6297982,41596,"CSN",TRUE,10800,73,"f","cloudy","Out to Right",15,"mph",34,0,0.294,1,0,0,1,2,2,0,0,0,1,0,1,0,10,0,1,0,15,0.385,0.709,27,0,0,4,3,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.324,2,18,10,11,0,0,4,4,0.778,0
2016-09-29,"ARI-WAS","ARI-WAS-2016-09-29","Diamondbacks vs Nationals September 29, 2016 at  1:05pm","Diamondbacks vs Nationals","mlb-ari","Nationals Park","grass","DC",-77.0074421,21618,"MASN",TRUE,10500,NA,NA,NA,NA,NA,NA,33,0,0.182,0,0,0,0,5.625,5,0,1,0,0,0,0,0,6,1,0,0,16,0.25,0.523,24,0,0,0,3,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,1,0,6,9,0,0,3,3,1.375,0
2016-04-10,"CHC-ARI","CHC-ARI-2016-04-10","Cubs vs Diamondbacks April 10, 2016 at  1:10pm","Cubs vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,33258,"FS-A",TRUE,12060,NA,NA,"indoors",NA,NA,NA,35,0,0.229,0,0,1,2,7,7,0,1,0,0,0,1,0,8,2,0,1,7,0.229,0.686,27,0,0,1,3,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,9,5,16,0,0,1,0,1.889,1
2016-07-04,"SD-ARI","SD-ARI-2016-07-04","Padres vs Diamondbacks July  4, 2016 at  6:10pm","Padres vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,39203,"FS-A",FALSE,12300,NA,NA,"indoors",NA,NA,NA,38,0,0.289,0,0,1,2,8,8,0,1,0,0,0,1,0,11,0,0,1,16,0.282,0.677,27,0,0,6,4,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.395,3,10,8,15,0,1,6,0,1.444,0
2016-05-25,"ARI-PIT","ARI-PIT-2016-05-25","Diamondbacks vs Pirates May 25, 2016 at  7:05pm","Diamondbacks vs Pirates","mlb-ari","PNC Park","grass","PA",-79.9485413,20696,"ROOT SPORTS",FALSE,11100,81,"f","sunny","Right to Left",4,"mph",34,0,0.265,0,0,0,3,5.625,5,1,1,0,0,1,0,0,9,2,0,0,10,0.286,0.815,24,0,0,3,4,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0,2,4,18,0,0,3,1,1.5,0
2016-07-03,"SF-ARI","SF-ARI-2016-07-03","Giants vs Diamondbacks July  3, 2016 at  1:10pm","Giants vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,26171,"FS-A",TRUE,13620,77,"f","indoors","None",0,"mph",40,0,0.225,0,0,0,3,4.091,5,0,1,0,0,0,1,0,9,2,0,1,12,0.279,0.729,33,0,0,5,4,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.45,1,9,8,18,0,0,5,3,1.273,0
2016-09-27,"ARI-WAS","ARI-WAS-2016-09-27","Diamondbacks vs Nationals September 27, 2016 at  7:05pm","Diamondbacks vs Nationals","mlb-ari","Nationals Park","grass","DC",-77.0074421,24297,"MASN 2",FALSE,9600,NA,NA,NA,NA,NA,NA,32,0,0.188,0,0,0,2,4.5,4,0,1,0,0,0,1,0,6,1,0,0,12,0.235,0.579,24,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.344,0,0,6,11,0,0,4,2,0.625,0
2016-03-16,"CIN-ARI","CIN-ARI-2016-03-16","Reds vs Diamondbacks March 16, 2016 at  9:40pm","Reds vs Diamondbacks","mlb-ari","Salt River Fields at Talking Stick","grass","AZ",NA,13057,"FS-A",FALSE,NA,82,"f","sunny","Varying",1,"mph",38,NA,0.421,0,0,1,6,5,5,1,0,0,1,1,0,0,16,0,0,0,24,0.463,1.042,27,0,0,4,10,9,2,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579,0,11,NA,22,0,0,NA,3,1.333,0
2016-09-13,"COL-ARI","COL-ARI-2016-09-13","Rockies vs Diamondbacks September 13, 2016 at  6:40pm","Rockies vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,20897,"FS-A",FALSE,12480,NA,NA,NA,NA,NA,NA,39,0,0.436,1,0,0,5,4,4,0,0,0,1,0,0,0,17,3,1,0,23,0.532,1.327,27,0,0,0,11,10,4,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.795,2,0,13,31,0,0,8,7,1.111,0
2016-09-17,"LA-ARI","LA-ARI-2016-09-17","Dodgers vs Diamondbacks September 17, 2016 at  5:10pm","Dodgers vs Diamondbacks","mlb-ari","Chase Field","grass","AZ",-112.0746942,38255,"FS-A+(Sp.)",FALSE,11520,NA,NA,NA,NA,NA,NA,33,0,0.182,0,0,1,0,6,6,1,1,0,0,0,0,0,6,2,0,1,4,0.206,0.57,27,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0,0,5,12,0,0,0,1,1.667,1
2016-03-05,"ARI-LA","ARI-LA-2016-03-05","Diamondbacks vs Dodgers March  5, 2016 at  3:05pm","Diamondbacks vs Dodgers","mlb-ari","Camelback Ranch","grass","AZ",NA,NA,"SportsNet LA",TRUE,NA,81,"f","cloudy","Varying",2,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
