"date","matchup","ID","name.x","label","slug.y","name.y","field_type","state","longitude","attendance","broadcast","daytime","duration","temperature","temperature_unit","weather_conditions","wind_direction","wind_speed","wind_speed_unit","at_bats","balks","batting_average","caught_stealing","complete_games","double_plays","doubles","earned_run_average","earned_runs_against","errors_made","games_lost","games_played","games_won","grounded_into_double_plays","hit_batters","hit_by_pitch","hits","home_runs","intentional_walks","intentional_walks_against","left_on_base","on_base_percentage","on_base_plus_slugging","outs_pitched","passed_balls","pickoffs","rlisp_two_out","runs","runs_batted_in","runs_inning_1","runs_inning_2","runs_inning_3","runs_inning_4","runs_inning_5","runs_inning_6","runs_inning_7","runs_inning_8","runs_inning_9","runs_inning_10","runs_inning_11","runs_inning_12","runs_inning_13","runs_inning_14","runs_inning_15","runs_inning_16","runs_inning_17","runs_inning_18","runs_inning_19","runs_inning_20","runs_inning_21","runs_inning_22","runs_inning_23","runs_inning_24","runs_inning_extra","sacrifice_flys","sacrifice_hits","saves","shutouts","slugging_percentage","stolen_bases","strikeouts","team_left_on_base","total_bases","triple_plays","triples","two_out_left_on_base","walks","whip","wild_pitches"
2016-07-28,"COL-NYM","COL-NYM-2016-07-28","Rockies vs Mets July 28, 2016 at  1:10pm","Rockies vs Mets","mlb-col","Citi Field","grass","NY",-73.8501765,38292,"SNY",TRUE,11580,NA,NA,NA,NA,NA,NA,36,0,0.222,0,0,1,0,1,1,1,0,0,1,0,0,0,8,0,1,1,23,0.282,0.504,27,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.222,1,0,10,8,0,0,3,2,1.222,0
2016-06-29,"TOR-COL","TOR-COL-2016-06-29","Blue Jays vs Rockies June 29, 2016 at  1:10pm","Blue Jays vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,38412,"ROOT SPORTS",TRUE,11820,87,"f","cloudy","Out to Center",2,"mph",34,0,0.265,0,0,1,3,4,4,1,1,0,0,2,1,1,9,0,0,0,16,0.342,0.695,27,0,1,2,3,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,6,8,12,0,0,2,3,1.889,1
2016-05-19,"COL-STL","COL-STL-2016-05-19","Rockies vs Cardinals May 19, 2016 at  6:15pm","Rockies vs Cardinals","mlb-col","Busch Stadium","grass","MO",-90.1994042,43683,"FS-M",FALSE,11760,69,"f","cloudy","Right to Left",6,"mph",36,0,0.25,0,0,1,1,14.625,13,0,1,0,0,0,2,0,9,1,0,0,9,0.289,0.65,24,0,0,2,7,7,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,10,4,13,0,0,2,2,2,2
2016-03-02,"ARI-COL","ARI-COL-2016-03-02","Diamondbacks vs Rockies March  2, 2016 at  3:10pm","Diamondbacks vs Rockies","mlb-col","Salt River Fields at Talking Stick","grass","AZ",NA,NA,"",TRUE,NA,84,"f","cloudy","In from Right",4,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,NA,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-07,"PHI-COL","PHI-COL-2016-07-07","Phillies vs Rockies July  7, 2016 at  6:40pm","Phillies vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,35250,"ROOT SPORTS",FALSE,10380,NA,NA,NA,NA,NA,NA,37,0,0.378,0,0,1,3,2,2,0,0,0,1,0,1,0,14,3,0,0,10,0.395,1.098,27,0,0,0,11,11,1,1,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.703,1,0,4,26,0,0,3,1,1.111,0
2016-03-27,"COL-ARI","COL-ARI-2016-03-27","Rockies vs Diamondbacks March 27, 2016 at  4:10pm","Rockies vs Diamondbacks","mlb-col","Salt River Fields at Talking Stick","grass","AZ",NA,NA,"FS-A",TRUE,NA,82,"f","sunny","Right to Left",5,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,NA,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2016-06-25,"ARI-COL","ARI-COL-2016-06-25","Diamondbacks vs Rockies June 25, 2016 at  2:10pm","Diamondbacks vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,33337,"ROOT SPORTS",TRUE,12900,81,"f","cloudy","In from Center",1,"mph",37,0,0.405,1,0,3,6,6,6,1,0,0,1,0,0,0,15,3,1,1,12,0.463,1.274,27,0,0,4,11,11,1,0,0,3,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.811,0,6,7,30,0,0,4,3,2.111,0
2016-05-26,"COL-BOS","COL-BOS-2016-05-26","Rockies vs Red Sox May 26, 2016 at  7:10pm","Rockies vs Red Sox","mlb-col","Fenway Park","grass","MA",-71.0948148,36162,"NESN",FALSE,10260,63,"f","cloudy","Right to Left",12,"mph",38,0,0.316,0,0,0,2,2,2,0,0,0,1,0,0,0,12,3,0,0,13,0.308,0.913,27,0,0,1,8,8,0,0,0,2,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.605,0,6,4,23,0,0,1,0,1.111,0
2016-08-02,"LA-COL","LA-COL-2016-08-02","Dodgers vs Rockies August  2, 2016 at  6:40pm","Dodgers vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,32607,"ROOTRM",FALSE,12480,NA,NA,NA,NA,NA,NA,31,0,0.355,0,0,0,2,3,3,0,0,0,1,3,0,1,11,0,1,1,23,0.5,0.919,27,0,0,0,7,7,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.419,0,0,10,13,0,0,5,7,0.889,0
2016-05-17,"COL-STL","COL-STL-2016-05-17","Rockies vs Cardinals May 17, 2016 at  7:15pm","Rockies vs Cardinals","mlb-col","Busch Stadium","grass","MO",-90.1994042,41109,"FS-M",FALSE,9840,52,"f","cloudy","Right to Left",10,"mph",33,0,0.212,0,0,0,0,1,1,0,0,0,1,1,0,0,7,0,0,0,16,0.297,0.509,27,0,0,2,3,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.212,1,9,8,7,0,0,2,4,1,0
2016-07-25,"COL-BAL","COL-BAL-2016-07-25","Rockies vs Orioles July 25, 2016 at  7:05pm","Rockies vs Orioles","mlb-col","Oriole Park at Camden Yards","grass","MD",-76.6206139,19361,"MASN",FALSE,11640,NA,NA,NA,NA,NA,NA,33,0,0.182,2,0,2,0,0.964,1,3,1,0,0,1,1,1,6,1,0,0,10,0.25,0.523,28,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,4,9,0,0,2,2,0.964,0
2016-06-22,"COL-NYY","COL-NYY-2016-06-22","Rockies vs Yankees June 22, 2016 at  1:05pm","Rockies vs Yankees","mlb-col","Yankee Stadium","grass","NY",-73.93031,40104,"YES",TRUE,12300,85,"f","sunny","Out to Right",15,"mph",35,0,0.257,0,0,1,1,9,8,1,1,0,0,0,1,0,9,2,0,1,9,0.297,0.754,24,0,0,2,8,8,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.457,0,11,3,16,0,0,2,2,2.125,0
2016-07-18,"TB-COL","TB-COL-2016-07-18","Rays vs Rockies July 18, 2016 at  6:40pm","Rays vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,30601,"ROOT SPORTS",FALSE,11520,NA,NA,NA,NA,NA,NA,32,0,0.375,0,0,1,2,4,4,0,0,0,1,2,1,0,12,1,0,0,11,0.432,0.963,27,0,0,0,7,6,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.531,2,0,6,17,0,0,5,4,1.111,0
2016-08-12,"COL-PHI","COL-PHI-2016-08-12","Rockies vs Phillies August 12, 2016 at  7:05pm","Rockies vs Phillies","mlb-col","Citizens Bank Park","grass","PA",-75.1678599,23600,"CSN-P",FALSE,12300,NA,NA,NA,NA,NA,NA,34,0,0.235,0,0,2,0,7.875,7,3,1,0,0,1,0,0,8,4,0,0,13,0.289,0.877,24,0,0,0,6,6,0,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.588,0,0,6,20,0,0,3,3,2.125,1
2016-03-17,"LAA-COL","LAA-COL-2016-03-17","Angels vs Rockies March 17, 2016 at  4:10pm","Angels vs Rockies","mlb-col","Salt River Fields at Talking Stick","grass","AZ",NA,11468,"MLB.TV",TRUE,NA,84,"f","sunny","Varying",2,"mph",34,NA,0.176,1,0,0,0,4,4,1,0,0,0,0,0,1,6,1,0,0,17,0.263,0.587,27,0,0,4,4,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,1,11,NA,11,0,1,NA,3,1.667,0
2016-05-10,"ARI-COL","ARI-COL-2016-05-10","Diamondbacks vs Rockies May 10, 2016 at  6:40pm","Diamondbacks vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,23363,"ROOT SPORTS",FALSE,11280,55,"f","cloudy","Right to Left",8,"mph",31,0,0.129,0,0,0,1,5,5,0,1,0,0,0,0,0,4,0,0,1,11,0.156,0.317,27,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.161,0,6,5,5,0,0,4,1,1.889,0
2016-09-21,"STL-COL","STL-COL-2016-09-21","Cardinals vs Rockies September 21, 2016 at  1:10pm","Cardinals vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,26099,"",TRUE,9780,NA,NA,NA,NA,NA,NA,35,0,0.343,0,0,0,2,1,1,0,0,0,1,0,2,0,12,2,1,0,10,0.368,0.939,27,0,0,0,11,11,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.571,0,0,3,20,0,0,1,1,1,0
2016-06-05,"COL-SD","COL-SD-2016-06-05","Rockies vs Padres June  5, 2016 at  6:10pm","Rockies vs Padres","mlb-col","PETCO Park","grass","CA",-117.1550698,26206,"FSSD",FALSE,10560,69,"f","cloudy","Left to Right",13,"mph",37,0,0.27,0,0,0,2,3,3,0,0,0,1,1,0,1,10,3,0,0,9,0.341,0.909,27,0,1,2,10,9,2,0,1,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568,2,9,4,21,0,0,2,3,0.778,0
2016-03-30,"COL-CHC","COL-CHC-2016-03-30","Rockies vs Cubs March 30, 2016 at  4:05pm","Rockies vs Cubs","mlb-col","Sloan Park","grass","AZ",NA,NA,"",TRUE,NA,68,"f","cloudy","In from Left",6,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-16,"SD-COL","SD-COL-2016-09-16","Padres vs Rockies September 16, 2016 at  6:40pm","Padres vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,30451,"ROOTRM",FALSE,12660,NA,NA,NA,NA,NA,NA,40,0,0.35,0,0,0,4,7,7,0,0,0,1,0,2,0,14,0,0,0,13,0.395,0.895,27,0,0,0,8,8,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,9,20,0,1,4,3,1.333,0
2016-08-15,"WAS-COL","WAS-COL-2016-08-15","Nationals vs Rockies August 15, 2016 at  6:40pm","Nationals vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,27818,"ROOTRM",FALSE,12360,NA,NA,NA,NA,NA,NA,34,0,0.294,0,0,1,1,5,5,0,1,0,0,2,0,0,10,1,0,1,9,0.324,0.795,27,0,0,0,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.471,0,0,6,16,0,1,3,2,1.778,0
2016-03-28,"CHW-COL","CHW-COL-2016-03-28","White Sox vs Rockies March 28, 2016 at  4:10pm","White Sox vs Rockies","mlb-col","Salt River Fields at Talking Stick","grass","AZ",NA,NA,"MLB.TV",TRUE,NA,78,"f","cloudy","Out to Center",8,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,NA,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-01,"COL-SEA","COL-SEA-2016-04-01","Rockies vs Mariners April  1, 2016 at 10:10pm","Rockies vs Mariners","mlb-col","Peoria Sports Complex","grass","AZ",NA,NA,"ROOT SPORTS",FALSE,NA,72,"f","cloudy","Out to Left",4,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-25,"COL-LA","COL-LA-2016-09-25","Rockies vs Dodgers September 25, 2016 at  1:10pm","Rockies vs Dodgers","mlb-col","Dodger Stadium","grass","CA",-118.251259,51962,"SportsNet LA",TRUE,12780,NA,NA,NA,NA,NA,NA,34,0,0.235,1,0,1,1,3.724,4,1,1,0,0,0,0,0,8,1,1,0,10,0.27,0.623,29,0,0,0,3,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.353,0,0,5,12,0,0,2,1,1.552,0
2016-05-29,"SF-COL","SF-COL-2016-05-29","Giants vs Rockies May 29, 2016 at  2:10pm","Giants vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,42307,"ROOT SPORTS",TRUE,12300,74,"f","cloudy","In from Right",5,"mph",34,0,0.235,0,0,2,2,8,8,2,1,0,0,0,1,0,8,2,0,1,16,0.297,0.768,27,0,2,3,3,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,7,7,16,0,0,3,3,2.222,0
2016-05-08,"COL-SF","COL-SF-2016-05-08","Rockies vs Giants May  8, 2016 at  1:05pm","Rockies vs Giants","mlb-col","AT&T Park","grass","CA",-122.3401953,41953,"CSN-BA",TRUE,10500,62,"f","cloudy","Out to Left",10,"mph",34,0,0.265,1,0,1,2,0,0,0,0,0,1,1,0,0,9,0,0,1,8,0.286,0.668,27,0,0,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.382,0,9,6,13,0,1,3,1,1.111,2
2016-05-24,"COL-BOS","COL-BOS-2016-05-24","Rockies vs Red Sox May 24, 2016 at  7:10pm","Rockies vs Red Sox","mlb-col","Fenway Park","grass","MA",-71.0948148,36123,"NESN",FALSE,10500,53,"f","cloudy","In from Left",8,"mph",31,0,0.194,0,0,0,0,7.875,7,1,1,0,0,1,1,0,6,1,0,1,8,0.219,0.638,24,0,0,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.419,0,11,3,13,0,2,1,1,2.125,0
2016-08-21,"CHC-COL","CHC-COL-2016-08-21","Cubs vs Rockies August 21, 2016 at  2:10pm","Cubs vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,46206,"ROOTRM",TRUE,10800,NA,NA,NA,NA,NA,NA,39,0,0.359,0,0,1,3,4,4,0,0,0,1,1,0,0,14,3,0,0,16,0.405,1.072,27,0,0,0,11,11,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,7,26,0,0,4,3,0.889,0
2016-09-20,"STL-COL","STL-COL-2016-09-20","Cardinals vs Rockies September 20, 2016 at  6:40pm","Cardinals vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,28665,"ROOTRM",FALSE,12060,NA,NA,NA,NA,NA,NA,37,0,0.324,0,0,1,2,9,9,1,1,0,0,1,2,0,12,3,0,0,15,0.359,0.981,27,0,0,0,5,5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,0,7,23,0,0,3,2,2,1
2016-05-30,"CIN-COL","CIN-COL-2016-05-30","Reds vs Rockies May 30, 2016 at  2:10pm","Reds vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,30608,"ROOT SPORTS",TRUE,12300,80,"f","cloudy","Out to Left",4,"mph",37,0,0.297,0,0,0,3,11,11,0,1,0,0,1,0,0,11,2,0,1,17,0.409,0.95,27,0,0,5,8,8,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0,8,9,20,0,0,5,7,2.222,0
2016-08-20,"CHC-COL","CHC-COL-2016-08-20","Cubs vs Rockies August 20, 2016 at  6:10pm","Cubs vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,48113,"ROOTRM",FALSE,11100,NA,NA,NA,NA,NA,NA,31,0,0.161,0,0,2,0,8,8,2,1,0,0,0,0,0,5,1,0,0,10,0.235,0.493,27,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,1,0,5,8,0,0,2,3,2,0
2016-03-03,"COL-ARI","COL-ARI-2016-03-03","Rockies vs Diamondbacks March  3, 2016 at  3:10pm","Rockies vs Diamondbacks","mlb-col","Salt River Fields at Talking Stick","grass","AZ",NA,NA,"",TRUE,NA,84,"f","cloudy","Varying",1,"mph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-24,"COL-LA","COL-LA-2016-09-24","Rockies vs Dodgers September 24, 2016 at  6:10pm","Rockies vs Dodgers","mlb-col","Dodger Stadium","grass","CA",-118.251259,53299,"SportsNet LA",FALSE,11040,NA,NA,NA,NA,NA,NA,32,0,0.188,0,0,0,1,13.5,12,3,1,0,0,0,1,0,6,1,0,1,6,0.188,0.501,24,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,0,0,4,10,0,0,2,0,2.625,0
2016-03-06,"COL-CIN","COL-CIN-2016-03-06","Rockies vs Reds March  6, 2016 at  3:05pm","Rockies vs Reds","mlb-col","Goodyear Ballpark","grass","AZ",NA,NA,"",TRUE,NA,81,"f","cloudy","Out to Right",15,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,9,NA,2,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-26,"PIT-COL","PIT-COL-2016-04-26","Pirates vs Rockies April 26, 2016 at  6:40pm","Pirates vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,20227,"ROOT SPORTS",FALSE,11940,43,"f","cloudy","Out to Right",5,"mph",31,0,0.258,0,0,0,0,9,9,0,1,0,0,2,1,0,8,1,0,1,16,0.378,0.733,27,0,0,0,4,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.355,0,4,7,11,0,0,0,6,1.889,1
2016-06-04,"COL-SD","COL-SD-2016-06-04","Rockies vs Padres June  4, 2016 at  7:10pm","Rockies vs Padres","mlb-col","PETCO Park","grass","CA",-117.1550698,25503,"FSSD",FALSE,10800,70,"f","sunny","Left to Right",9,"mph",35,0,0.257,0,0,1,3,4.5,4,0,1,0,0,2,0,1,9,1,0,0,20,0.366,0.795,24,2,0,7,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0,9,11,15,0,0,7,5,1.625,0
2016-08-30,"LA-COL","LA-COL-2016-08-30","Dodgers vs Rockies August 31, 2016 at  6:10pm","Dodgers vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,22683,"ROOTRM",FALSE,12960,NA,NA,NA,NA,NA,NA,36,0,0.333,1,0,0,0,10,10,1,1,0,0,2,0,0,12,2,0,0,9,0.4,1.011,27,0,0,0,8,7,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,0,5,22,0,2,2,4,2,1
2016-06-02,"CIN-COL","CIN-COL-2016-06-02","Reds vs Rockies June  2, 2016 at  6:40pm","Reds vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,28080,"ROOT SPORTS",FALSE,9840,81,"f","cloudy","Out to Left",5,"mph",31,0,0.161,0,0,1,1,11,11,1,1,0,0,1,0,1,5,3,0,0,6,0.257,0.741,27,0,0,1,4,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484,0,7,4,15,0,0,1,3,2,0
2016-04-05,"COL-ARI","COL-ARI-2016-04-05","Rockies vs Diamondbacks April  5, 2016 at  6:40pm","Rockies vs Diamondbacks","mlb-col","Chase Field","grass","AZ",-112.0746942,21830,"FS-A+",FALSE,11640,89,"f","sunny","Out to Right",4,"mph",35,0,0.257,0,0,0,2,12.375,11,0,1,0,0,1,1,0,9,3,0,0,8,0.278,0.849,24,0,0,1,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,2,3,20,0,0,1,1,2.375,0
2016-07-16,"COL-ATL","COL-ATL-2016-07-16","Rockies vs Braves July 16, 2016 at  7:10pm","Rockies vs Braves","mlb-col","Turner Field","grass","GA",-84.354916,28393,"FSSO",FALSE,10920,NA,NA,NA,NA,NA,NA,34,0,0.235,0,0,1,0,3,3,0,0,0,1,1,0,0,8,0,0,0,11,0.297,0.532,27,0,0,0,4,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.235,0,0,6,8,0,0,1,3,1.222,0
2016-03-25,"COL-CIN","COL-CIN-2016-03-25","Rockies vs Reds March 25, 2016 at  4:05pm","Rockies vs Reds","mlb-col","Goodyear Ballpark","grass","AZ",NA,NA,"FS-O",TRUE,NA,79,"f","sunny","Out to Right",10,"mph",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,7,NA,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-08,"COL-KC","COL-KC-2016-03-08","Rockies vs Royals March  8, 2016 at  3:05pm","Rockies vs Royals","mlb-col","Surprise Stadium","grass","AZ",NA,NA,"",TRUE,NA,69,"f","sunny","Right to Left",8,"mph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,"COL-MIA","COL-MIA-2016-06-19","Rockies vs Marlins June 19, 2016 at  1:10pm","Rockies vs Marlins","mlb-col","Marlins Park","grass","FL",-80.2214982,24993,"FS-F",TRUE,10260,NA,NA,"indoors",NA,NA,NA,28,0,0.071,0,0,1,1,3.375,3,1,1,0,0,1,0,0,2,0,1,0,11,0.235,0.342,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,10,7,3,0,0,3,5,1.125,0
2016-05-02,"COL-SD","COL-SD-2016-05-02","Rockies vs Padres May  2, 2016 at  7:10pm","Rockies vs Padres","mlb-col","PETCO Park","grass","CA",-117.1550698,19013,"FSSD",FALSE,10860,61,"f","sunny","Left to Right",12,"mph",32,0,0.281,1,0,1,1,2.25,2,0,1,0,0,3,0,0,9,0,0,1,16,0.343,0.656,24,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,1,11,7,10,0,0,3,3,1.125,1
2016-07-04,"COL-SF","COL-SF-2016-07-04","Rockies vs Giants July  4, 2016 at  1:05pm","Rockies vs Giants","mlb-col","AT&T Park","grass","CA",-122.3401953,41874,"CSN-BA",TRUE,10560,64,"f","cloudy","Out to Left",11,"mph",33,0,0.182,0,0,1,3,3.375,3,1,1,0,0,0,0,0,6,0,0,0,12,0.229,0.502,24,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,8,7,9,0,0,4,2,0.75,0
2016-04-09,"SD-COL","SD-COL-2016-04-09","Padres vs Rockies April  9, 2016 at  6:10pm","Padres vs Rockies","mlb-col","Coors Field","grass","CO",-104.9935598,35177,"ROOT SPORTS",FALSE,12240,62,"f","cloudy","Out to Center",8,"mph",35,0,0.229,0,0,2,4,14,14,2,1,0,0,0,0,0,8,0,0,0,12,0.282,0.625,27,0,1,5,3,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.343,0,11,9,12,0,0,5,3,2.778,0
2016-08-14,"COL-PHI","COL-PHI-2016-08-14","Rockies vs Phillies August 14, 2016 at  1:35pm","Rockies vs Phillies","mlb-col","Citizens Bank Park","grass","PA",-75.1678599,20068,"CSN-P",TRUE,12780,NA,NA,NA,NA,NA,NA,38,0,0.316,2,0,0,2,5.625,5,4,1,0,0,0,0,1,12,2,0,1,19,0.395,0.921,24,0,0,0,6,6,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,10,20,0,0,6,4,2,1
